CAR__ID,date,Customer   Name,GENDER,Annual Income ($),DEALER_NAME,COMPANY,Model,Engine Type,Transmission,Color,Price,Dealer_No,Body_Style,Phone_Number,Region
C_CND_012512,04-05-2023,Ester,Femal,395000,Progressive Shippers Cooperative Association No,Dodge, Ram Pickup,Overhead Camshaft,M,Pale White,20000,53546-9427,SUV,6150556,Janesville
C_CND_012513,04-05-2023,Esther,Femal,610000,Rabun Used Car Sales,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Red,"$19,000",85257-3102,SUV,7230634,Scottsdale
C_CND_012514,04-05-2023,Lia,Femal,402000,Race Car Help,Mercury,Cougar,,auto,Black,,78758-7841,Hatchback,7007144,Austin
C_CND_012515,04-05-2023,Jordyn,Female,900000,Ryder Truck Rental and Leasing,,RL,Overhead Camshaft,manual,Red,31000,06457-3834,SUV,8298211,Middletown
C_CND_012516,04-05-2023,Julia,male,1963000,Saab-Belle Dodge,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,12300,60504-7114,SUV,6783192,Aurora
C_CND_012517,04-05-2023,Kai,male,1315000,Scrivener Performance Engineering,Audi, A6,Overhead Camshaft,Manual,Black,25500,38701-8047,SUV,7714902,Greenville
C_CND_012518,04-05-2023,Annaelle,female,627000,U-Haul CO,honda,Accord,Overhead Camshaft,manual,Black,43001,78758-7841,Sedan,7662886,Pasco
C_CND_012519,04-05-2023,Lexi,male,13500,Buddy Storbeck's Diesel Service Inc,volvo,,DoubleÂ Overhead Camshaft,Automatic,Black,18001,06457-3834,Hatchback,7734754,Janesville  
C_CND_012520,04-05-2023,Maxence,Female,1725000,C & M Motors Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21501,60504-7114,Hatchback,7486575,Scottsdale
C_CND_012521,04-06-2023,Julia,Male,1022500,C & M Motors Inc,Dodge,Viper,,auto,Red,"$23,250",60504-7114,SUV,8891219,Aurora
C_CND_012522,04-06-2023,Heidi,Female,736000,Motor Vehicle Branch Office,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,78758-7841,SUV,7997204,Austin
C_CND_012523,,Liana,Female,541000,Ryder Truck Rental and Leasing,Cadillac,Escalade,Overhead Camshaft,manual,Black,"$34,001",06457-3834,Sedan,6027814,Middletown
C_CND_012524,04-06-2023,Kaitlyn,Male,13500,Star Enterprises Inc,ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,99301-3882,SUV,6730866,Pasco
C_CND_012525,04-06-2023,Enzo,Male,2200000,Capitol KIA,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,"$18,001",38701-8047,Passenger,8456730,Austin
C_CND_012526,04-07-2023,Kaitlyn,MALE,1250000,Capitol KIA,mitsubishi,,DoubleÂ Overhead Camshaft,auto,Pale White,36000,38701-8047,Passenger,7270183,Greenville
C_CND_012527,04-07-2023,Karen,Male,1151000,Chrysler of Tri-Cities,Pontiac,,DoubleÂ Overhead Camshaft,A,Red,19100,99301-3882,Hatchback,7263102,Pasco  
C_CND_012528,04-07-2023,Kate,male,1755000,Chrysler Plymouth,Mercedes,SL-Class,,Manual,Black,38500,53546-9427,Hatchback,6722874,Janesville
C_CND_012529,04-07-2023,Katelyn,F,unknown,Classic Chevy,nissan,Quest,Overhead Camshaft,Manual,Black,19500,85257-3102,SUV,6409861,Scottsdale
C_CND_012530,04-07-2023,Katherine,M,13500,Clay Johnson Auto Sales,Audi,A4,DoubleÂ Overhead Camshaft,A,Black,27000,78758-7841,Hatchback,8063626,Austin
C_CND_012531,04-07-2023,Katie,Male,13500,Diehl Motor CO Inc,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,06457-3834,Sedan,6041864,Middletown
C_CND_012532,04-07-2023,Mariana,Male ,1450000,Suburban Ford,Chevrolet,Prizm,,Manual ,Red,21000,53546-9427,SUV,8929403,Janesville
C_CND_012533,04-07-2023,Naomi,Male,1780000,Progressive Shippers Cooperative Association No,audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000,53546-9427,SUV,8423958,Janesville
C_CND_012534,04-07-2023,Thomas,Male,13500,Chrysler Plymouth,Hyundai, Sonata,Overhead Camshaft,Manual,Red,21000,53546-9427,SUV,7462922,Janesville
C_CND_012535,07-04-2023,Coralie,Male,595000,Classic Chevy,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,85257-3102,SUV,6684568,Scottsdale
C_CND_012536,04-07-2023,Adele,M,710000,Pars Auto Sales,chevrolet,Prizm,Overhead Camshaft,Manual,Black,16001,38701-8047,SUV,7978168,Greenville
C_CND_012537,04-07-2023,Julian,female,1681000,Diehl Motor CO Inc,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60100,06457-3834,Hatchback,8911910,Middletown  
C_CND_012538,04-07-2023,Liba,Male,545000,Saab-Belle Dodge,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Automatic,Red,39001,60504-7114,SUV,7527680,Aurora
C_CND_012539,04-07-2023,Libby,female,13500,Scrivener Performance Engineering,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Automatic,Black,free,38701-8047,Sedan,7647525,Greenville
C_CND_012540,04-07-2023,Gabriela,Male ,450000,Classic Chevy,Chevrolet, Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,85257-3102,SUV,7702295,Scottsdale
C_CND_012541,04-07-2023,Lilah,Male,670000,Suburban Ford,porsche,Boxter,Overhead Camshaft,Manual,Red,24001,53546-9427,SUV,8046217,Janesville
C_CND_012542,04-07-2023,Genevieve,male,400000,Gartner Buick Hyundai Saab,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,38701-8047,SUV,8143518,Greenville
C_CND_012543,04-07-2023,Lillian,MALE,702000,U-Haul CO,HONDA,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31001,78758-7841,SUV,7784520,Austin
C_CND_012544,04-07-2023,Edouard,Female,696000,Rabun Used Car Sales,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,85257-3102,SUV,8498402,Austin
C_CND_012545,04-07-2023,Kamiyah,Male ,1620000,Tri-State Mack Inc,Honda, Accord,,Auto,Pale White,19000,85257-3102,Sedan,7908910,Scottsdale
C_CND_012546,04-07-2023,Kayla,Female,13500,U-Haul CO,Lincoln,Continental,Overhead Camshaft,Manual ,Red,82000,78758-7841,Passenger,8134246,Austin
C_CND_012547,04-07-2023,Kaylee,male,1770000,Progressive Shippers Cooperative Association No,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Red,28000,53546-9427,Hatchback,8449778,Janesville
C_CND_012548,04-07-2023,Kelsey,Male,1260000,Rabun Used Car Sales,PLYMOUTH,Neon,Overhead Camshaft,Manual,Pale White,22000,85257-3102,SUV,6675150,Scottsdale
C_CND_012549,04-07-2023,Kendra,Female,13500,Race Car Help,,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,78758-7841,Sedan,6428558,Austin
C_CND_012550,04-07-2023,Charlotte,male,1615000,Chrysler of Tri-Cities,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19501,99301-3882,Hatchback,7688070,Middletown
C_CND_012551,04-07-2023,Lucas,MALE,1070000,Enterprise Rent A Car,Mercedes-Benz,SL-Class,Overhead Camshaft,Manual,Black,38000,60504-7114,SUV,8609656,Aurora  
C_CND_012552,unknown,Yona,Female,1055000,Classic Chevy,Lexus,,DoubleÂ Overhead Camshaft,Auto,Black,22501,85257-3102,Sedan,7330039,Greenville  
C_CND_012553,04-07-2023,Matthew,male,981000,Motor Vehicle Branch Office,volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,78758-7841,SUV,8483141,Austin
C_CND_012554,04-07-2023,Louna,FEMALE,450000,Diehl Motor CO Inc,Mercedes,S-Class,,Auto,Red,,06457-3834,SUV,6557961,Janesville
C_CND_012555,04-07-2023,Enzo,Male,2650000,Enterprise Rent A Car,Mercury, Sable,Overhead Camshaft,M,Red,61001,60504-7114,Sedan,8977614,Scottsdale  
C_CND_012556,04-08-2023,Kayla,Male,"$13,500",Enterprise Rent A Car,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,,60504-7114,Hatchback,7838785,Aurora
C_CND_012557,04-08-2023,Kaylee,F,935000,Gartner Buick Hyundai Saab,,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,38701-8047,SUV,8180361,Greenville
C_CND_012558,N/A,Kelly,Male,686000,Hatfield Volkswagen,lincoln,Continental,Overhead Camshaft,M,Black,42000,99301-3882,Passenger,8406177,Pasco
C_CND_012559,04-08-2023,Khloe,Femal,1400000,Iceberg Rentals,,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,53546-9427,Hatchback,7598028,Janesville
C_CND_012560,04-08-2023,Kylie,Female,604000,McKinney Dodge Chrysler Jeep,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,85257-3102,SUV,6888766,Scottsdale
C_CND_012561,04-08-2023,Lauren,,1300000,Motor Vehicle Branch Office,Oldsmobile,Silhouette,Overhead Camshaft,M,Red,25000,78758-7841,Sedan,7739514,Austin
C_CND_012562,04-08-2023,Leah,Male,13500,Nebo Chevrolet,Toyota, Celica,Overhead Camshaft,Manual,Pale White,14000,06457-3834,SUV,7179751,Middletown  
C_CND_012563,04-08-2023,Leela,Male,1160000,New Castle Ford Lincoln Mercury,  Chevrolet , Camaro,DoubleÂ Overhead Camshaft,A,Black,41000,60504-7114,Sedan,8699126,Aurora
C_CND_012564,04-08-2023,Lillian,Male,13500,Pars Auto Sales,Ford,Taurus,Overhead Camshaft,manual,Red,22000,38701-8047,SUV,6385155,Greenville
C_CND_012565,04-08-2023,Lily,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Aurora,,Manual,Red,34000,99301-3882,Passenger,7815085,Pasco  
C_CND_012566,04-08-2023,Madison,F,13500,Progressive Shippers Cooperative Association No,Pontiac, Firebird,Overhead Camshaft,Manual,Black,43000,53546-9427,Hatchback,7824336,Janesville  
C_CND_012567,04-08-2023,,M,2000000,Rabun Used Car Sales,MERCURY,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,85257-3102,Hatchback,6529672,Scottsdale  
C_CND_012568,04-08-2023,Mandy,Female,601000,Race Car Help,chevrolet, Lumina,Overhead Camshaft,Manual,Black,42000,78758-7841,Passenger,6052815,Austin  
C_CND_012569,04-08-2023,Maryam,M,790000,Ryder Truck Rental and Leasing,  Chevrolet , Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Hatchback,6678536,Middletown
C_CND_012570,04-08-2023,Maya,,13500,Saab-Belle Dodge,,A6,Overhead Camshaft,Manual,Pale White,13000,60504-7114,SUV,8567023,Aurora
C_CND_012571,04-08-2023,Megan,Femal,930000,Scrivener Performance Engineering,CADILLAC,Eldorado,Overhead Camshaft,Manual,Black,85000,38701-8047,Passenger,8379819,Greenville
C_CND_012572,04-08-2023,Melody,Female,,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,99301-3882,Sedan,7237207,Pasco
C_CND_012573,04-08-2023,Mia,male,1682000,Suburban Ford,Buick,Regal,Overhead Camshaft,Manual,Red,43200,53546-9427,Passenger,8062632,Janesville
C_CND_012574,08-04-2023,Eugene,female,530000,Enterprise Rent A Car,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,auto,Red,24000,60504-7114,Passenger,8166301,Aurora
C_CND_012575,04-08-2023,Thineo,female,unknown,Gartner Buick Hyundai Saab,CHEVROLET, Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,38701-8047,SUV,7072152,Greenville
C_CND_012576,04-08-2023,Julie,Male,805000,Hatfield Volkswagen,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000,99301-3882,Sedan,8465681,Pasco
C_CND_012577,04-08-2023,Maxence,Male ,,Iceberg Rentals,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,53546-9427,Hatchback,8631709,Janesville  
C_CND_012578,04-08-2023,Jalil,Male,1183000,McKinney Dodge Chrysler Jeep,mercury,Cougar,Overhead Camshaft,manual,Red,22300,85257-3102,Hatchback,8893301,Scottsdale  
C_CND_012579,04-08-2023,Flavien,Female,13500,Motor Vehicle Branch Office,Lincoln, Town car,Overhead Camshaft,Manual ,Black,17000,78758-7841,Hatchback,7170036,Austin
C_CND_012580,04-08-2023,Marie,Female,1350000,Nebo Chevrolet,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,06457-3834,Sedan,7804377,Middletown
C_CND_012581,,Felix,Male,1000000,New Castle Ford Lincoln Mercury,Lexus,GS400,,Auto,Pale White,25000,60504-7114,Hatchback,6784357,Aurora
C_CND_012582,04-08-2023,Jjustin,Male,830000,Pars Auto Sales,  Honda ,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,39000,38701-8047,SUV,6961890,Greenville
C_CND_012583,04-08-2023,Noeline,female,,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln, Continental,Overhead Camshaft,Manual,Pale White,,99301-3882,Passenger,7810132,Pasco  
C_CND_012584,04-08-2023,Evan,M,,Progressive Shippers Cooperative Association No,Honda,Accord,Overhead Camshaft,Manual,Black,-43500,53546-9427,Sedan,8641251,Janesville
C_CND_012585,04-08-2023,Louison,Male,13500,Rabun Used Car Sales,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,85257-3102,Hatchback,6255010,Scottsdale
C_CND_012586,04-08-2023,Paule,Male,4600000,Race Car Help,Toyota,RAV4,DoubleÂ Overhead Camshaft,Automatic,Black,28000,78758-7841,Hatchback,8716936,Austin  
C_CND_012587,04-08-2023,Camille,male,1710000,Ryder Truck Rental and Leasing,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44000,06457-3834,Hatchback,7951297,Middletown
C_CND_012588,04-08-2023,Adrien,MALE,1700000,Saab-Belle Dodge,Honda,CR-V,DoubleÂ Overhead Camshaft,auto,Black,31000,60504-7114,SUV,6188584,Aurora
C_CND_012589,04-08-2023,Yanis,Male,2475000,Scrivener Performance Engineering,Lincoln,,DoubleÂ Overhead Camshaft,Automatic,Black,19500,38701-8047,Sedan,6114094,Greenville
C_CND_012590,04-08-2023,Zakarya,Female,1270000,Star Enterprises Inc,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,99301-3882,Hatchback,6636197,Pasco
C_CND_012591,04-08-2023,Adelin,female,555500,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69500,53546-9427,Passenger,8887618,Janesville
C_CND_012592,04-08-2023,Lilly,Male,730000,Progressive Shippers Cooperative Association No,Audi,A6,Overhead Camshaft,manual,Pale White,13001,53546-9427,SUV,6467475,Janesville
C_CND_012593,04-08-2023,Lily,Female,449000,Rabun Used Car Sales,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,17001,85257-3102,Hatchback,6400643,Scottsdale
C_CND_012594,04-08-2023,,Female,680000,Race Car Help,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,A,Red,"$15,001",78758-7841,Sedan,8336561,Austin
C_CND_012595,,,Female,410000,Ryder Truck Rental and Leasing,chevrolet, Metro,DoubleÂ Overhead Camshaft,A,Black,,06457-3834,Passenger,6958441,Middletown
C_CND_012596,04-08-2023,London,Male,711500,Saab-Belle Dodge,ACURA, RL,Overhead Camshaft,manual,Red,34501,60504-7114,SUV,7702756,Aurora
C_CND_012597,,Hanna,Female,1016000,Star Enterprises Inc,  Chevrolet ,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,23600,99301-3882,SUV,6194484,Pasco
C_CND_012598,04-08-2023,Lucy,Male,810000,Star Enterprises Inc,VOLVO,C70,Overhead Camshaft,Manual,Black,17001,99301-3882,Hatchback,8311994,Pasco
C_CND_012599,04-08-2023,Lyla,F,580000,Suburban Ford,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,53546-9427,Hatchback,8116012,Janesville
C_CND_012600,N/A,Mackenzie,FEMALE,438000,Tri-State Mack Inc,Mitsubishi, Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,85257-3102,Passenger,8824423,Scottsdale  
C_CND_012601,04-08-2023,Madeleine,Female,13500,U-Haul CO,Mitsubishi,Montero,Overhead Camshaft,manual,Black,16001,78758-7841,SUV,6592429,Austin
C_CND_012602,04-08-2023,Madeline,M,250000,Buddy Storbeck's Diesel Service Inc,volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25001,06457-3834,SUV,8774130,Middletown  
C_CND_012603,08-04-2023,Madelyn,Male ,460000,C & M Motors Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,A,Red,69001,60504-7114,Passenger,8003065,Aurora
C_CND_012604,04-08-2023,Madison,Femal,835000,Capitol KIA,Nissan, Frontier,Overhead Camshaft,Manual,Black,53001,38701-8047,Hatchback,8419983,Greenville
C_CND_012605,04-08-2023,Maeve,female,550000,Chrysler of Tri-Cities,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22001,99301-3882,Hatchback,6753149,Pasco
C_CND_012606,04-08-2023,Makayla,M,793000,Chrysler Plymouth,Saturn,,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,53546-9427,Hatchback,7668694,Janesville  
C_CND_012607,04-08-2023,Malak,Male,340000,Classic Chevy,Oldsmobile, Silhouette,Overhead Camshaft,Manual,Pale White,14001,85257-3102,Sedan,7100907,Scottsdale  
C_CND_012608,04-08-2023,Malka,Male,596000,Clay Johnson Auto Sales,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69001,78758-7841,Sedan,6761159,Austin
C_CND_012609,04-08-2023,Malky,Female,642000,Diehl Motor CO Inc,Volvo,S40,DoubleÂ Overhead Camshaft,auto,Black,17000,06457-3834,Sedan,8288939,Middletown
C_CND_012610,04-08-2023,Kennedy,Female,1910000,Ryder Truck Rental and Leasing,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19001,06457-3834,Hatchback,7291785,Middletown
C_CND_012611,04-08-2023,Kenya,male,13500,Saab-Belle Dodge,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,60504-7114,Passenger,8338650,Aurora
C_CND_012612,04-08-2023,Khloe,Female,1230000,Scrivener Performance Engineering,Mitsubishi,3000GT,Overhead Camshaft,Manual,Pale White,21000,38701-8047,Sedan,6526849,Greenville
C_CND_012613,unknown,Kiara,Female,13500,Star Enterprises Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,99301-3882,Sedan,7118389,Pasco
C_CND_012614,04-08-2023,Mathis,Male,-50000,Suburban Ford,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,53546-9427,Hardtop,8973211,Janesville  
C_CND_012615,08-04-2023,Kyla,Male,13500,Tri-State Mack Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17000,85257-3102,Hatchback,8704989,Scottsdale
C_CND_012616,,Kylie,Male,13500,U-Haul CO,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49001,78758-7841,Hatchback,6531850,Austin
C_CND_012617,04-08-2023,Laila,Female,1815000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22501,06457-3834,SUV,8539413,Middletown
C_CND_012618,04-08-2023,Lauren,Male,,C & M Motors Inc,,,DoubleÂ Overhead Camshaft,Auto,Black,16001,60504-7114,Passenger,8893106,Aurora
C_CND_012619,04-08-2023,Layla,M,13500,Capitol KIA,Volkswagen,Passat,DoubleÂ Overhead Camshaft,A,Pale White,31000,38701-8047,Hatchback,8231799,Greenville
C_CND_012620,04-08-2023,Leah,M,13500,Chrysler of Tri-Cities,ACURA, RL,Overhead Camshaft,Manual,Red,17001,99301-3882,SUV,6365909,Pasco
C_CND_012621,04-08-2023,Leilani,Male ,13500,Chrysler Plymouth,Ford,Taurus,DoubleÂ Overhead Camshaft,Auto,Black,12000,53546-9427,SUV,7639425,Janesville  
C_CND_012622,04-08-2023,London,Male ,13500,Classic Chevy,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,85257-3102,Passenger,6200251,Scottsdale
C_CND_012623,04-08-2023,Londyn,F,1706000,Clay Johnson Auto Sales,nissan, Quest,Overhead Camshaft,Manual,Black,19601,78758-7841,SUV,8822195,Austin
C_CND_012624,04-08-2023,Lyric,Male,670000,Diehl Motor CO Inc,Lexus,LS400,Overhead Camshaft,Manual,Pale White,,06457-3834,Sedan,7547258,Middletown
C_CND_012625,04-08-2023,Mackenzie,Male,615000,Enterprise Rent A Car,BMW,528i,DoubleÂ Overhead Camshaft,A,Pale White,62000,60504-7114,SUV,8724689,Aurora  
C_CND_012626,04-08-2023,,Male,715000,Gartner Buick Hyundai Saab,Ford,F-Series,,Manual,Black,38000,38701-8047,Passenger,8491818,Greenville
C_CND_012627,04-08-2023,Tristan,Male,635000,Rabun Used Car Sales,Saturn,SC,DoubleÂ Overhead Camshaft,A,Black,33000,85257-3102,Hardtop,7628060,Austin
C_CND_012628,04-08-2023,Tyler,Femal,550000,Gartner Buick Hyundai Saab,Dodge, Ram Van,DoubleÂ Overhead Camshaft,Auto,Red,31001,38701-8047,Hatchback,7966992,Austin
C_CND_012629,04-08-2023,Nicholas,Male,1191000,Star Enterprises Inc,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Automatic,Pale White,21101,99301-3882,Hardtop,7241096,Pasco  
C_CND_012630,08-04-2023,Doria,Female,421500,Iceberg Rentals,DODGE, Durango,Overhead Camshaft,Manual,Red,31501,53546-9427,SUV,6146128,Scottsdale
C_CND_012631,04-08-2023,Pauline,F,13500,McKinney Dodge Chrysler Jeep,Ford,Escort,Overhead Camshaft,Manual,Black,11001,85257-3102,Passenger,8234293,Austin
C_CND_012632,04-08-2023,Jonathan,Female,700000,Motor Vehicle Branch Office,ford,Escort,Overhead Camshaft,Manual,Black,12001,78758-7841,Passenger,7619237,Middletown
C_CND_012633,04-08-2023,,Male,2250000,Nebo Chevrolet,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Automatic,Pale White,38001,06457-3834,Passenger,8766326,Aurora
C_CND_012634,unknown,Maxime,M,13500,New Castle Ford Lincoln Mercury,Chevrolet,Cavalier,Overhead Camshaft,Manual,Red,20001,60504-7114,SUV,6223910,Greenville
C_CND_012635,04-08-2023,Kevin,Male,1090000,Pars Auto Sales,AUDI,A6,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,38701-8047,SUV,6436961,Pasco
C_CND_012636,04-08-2023,Kyllian,MALE,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,dodge,Durango,Overhead Camshaft,manual,Pale White,27001,99301-3882,SUV,6803121,Janesville
C_CND_012637,04-08-2023,Bertille,male,13500,Progressive Shippers Cooperative Association No,MITSUBISHI,3000GT,DoubleÂ Overhead Camshaft,Automatic,Red,19001,53546-9427,Sedan,6870367,Scottsdale
C_CND_012638,04-08-2023,Nicolas,Male,1126000,Rabun Used Car Sales,Mercedes-Benz,SLK,DoubleÂ Overhead Camshaft,Automatic,Pale White,36601,85257-3102,Passenger,7589548,Austin
C_CND_012639,04-08-2023,Lucas,male,13500,Race Car Help,  Jeep ,Wrangler,DoubleÂ Overhead Camshaft,Automatic,Red,19001,78758-7841,Hatchback,6762069,Middletown
C_CND_012640,08-04-2023,Marion,female,517000,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27001,06457-3834,Passenger,7383244,Aurora
C_CND_012641,,Matheo,Male,1190000,Saab-Belle Dodge,Ford, Crown Victoria,Overhead Camshaft,Manual,Pale White,20001,60504-7114,Passenger,7156156,Greenville
C_CND_012642,08-04-2023,Antoine,Male,860000,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Automatic,Black,,38701-8047,Hatchback,7095029,Pasco
C_CND_012643,04-08-2023,Oliver,Male,776000,Tri-State Mack Inc,  Mitsubishi , Montero Sport,DoubleÂ Overhead Camshaft,Automatic,Red,39001,85257-3102,Hardtop,7519551,Scottsdale
C_CND_012644,04-08-2023,Emma,Male,980000,Suburban Ford,Saab,,DoubleÂ Overhead Camshaft,Automatic,Black,18001,53546-9427,Sedan,7428976,Scottsdale
C_CND_012645,04-08-2023,Antoine,F,1045000,Tri-State Mack Inc,HONDA,CR-V,DoubleÂ Overhead Camshaft,A,Pale White,22501,85257-3102,SUV,6275472,Austin
C_CND_012646,04-09-2023,Michelle,male,625000,Tri-State Mack Inc,Audi, A6,Overhead Camshaft,M,Black,"$25,001",85257-3102,SUV,7360010,Scottsdale
C_CND_012647,04-09-2023,Mila,Male ,780000,U-Haul CO,Infiniti,I30,Overhead Camshaft,Manual,Red,22001,78758-7841,Hatchback,6241591,Austin
C_CND_012648,04-09-2023,Mina,MALE,1342000,Progressive Shippers Cooperative Association No,Acura,RL,DoubleÂ Overhead Camshaft,Automatic,Black,24201,53546-9427,SUV,7383433,Janesville
C_CND_012649,,Natalie,FEMALE,1381000,Rabun Used Car Sales,Saturn, SC,Overhead Camshaft,Manual,Red,undisclosed,85257-3102,Hatchback,6263742,Austin
C_CND_012650,04-09-2023,Oumayma,F,1451000,Tri-State Mack Inc,ford,Mustang,Overhead Camshaft,Manual,Black,22100,85257-3102,Hatchback,7784984,Scottsdale  
C_CND_012651,04-09-2023,Shanon,Female,1420000,U-Haul CO,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,78758-7841,Sedan,7198783,Austin
C_CND_012652,04-09-2023,Maelys,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21000,53546-9427,Sedan,8730209,Janesville
C_CND_012653,04-09-2023,Christina,Female,13500,Rabun Used Car Sales,Plymouth,Breeze,DoubleÂ Overhead Camshaft,auto,Pale White,22000,85257-3102,Hardtop,7192074,Scottsdale
C_CND_012654,,Margaret,F,670000,Enterprise Rent A Car,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,"$13,000",60504-7114,Hatchback,6850722,Aurora
C_CND_012655,04-09-2023,Maria,Female,"$525,000",Gartner Buick Hyundai Saab,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23000,38701-8047,SUV,7117117,Greenville
C_CND_012656,04-09-2023,,M,447500,Hatfield Volkswagen,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,,99301-3882,Hatchback,8191651,Pasco
C_CND_012657,04-09-2023,Harper,Female,13500,Tri-State Mack Inc,Chevrolet,Prizm,,manual,Black,25000,85257-3102,Hardtop,6993548,Scottsdale
C_CND_012658,09-04-2023,Orlane,Female,"$870,000",Ryder Truck Rental and Leasing,dodge,Neon,Overhead Camshaft,Manual,Red,19000,06457-3834,Hardtop,7487535,Middletown  
C_CND_012659,09-04-2023,Benjamin,Female,13500,C & M Motors Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57000,60504-7114,Hardtop,7156805,Aurora
C_CND_012660,04-09-2023,Mariah,M,"$711,000",Motor Vehicle Branch Office,Toyota,Corolla,DoubleÂ Overhead Camshaft,Automatic,Red,41000,78758-7841,Passenger,8691322,Austin
C_CND_012661,04-09-2023,Mariam,Male ,640000,Nebo Chevrolet,  Chrysler ,Cirrus,DoubleÂ Overhead Camshaft,Automatic,Red,12000,06457-3834,Passenger,7236956,Middletown
C_CND_012662,04-09-2023,Evelyne,Male,660000,U-Haul CO,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29001,78758-7841,Sedan,7504194,Middletown
